restaurant_name,address,city,postal_code,country,price_range,cuisine_type,description,facilities_services,credit_cards,phone_number,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,url
Achilli al Parlamento – Rome - a MICHELIN Guide Restaurant,via dei Prefetti 15,Rome,00186,ITA,€€€,"Creative, Contemporary","Situated just a stone’s throw from the Parliament building, this elegant restaurant’s origins as a wine bar are visible in the many wine bottles that line the walls of the dining room. Various ...","Air conditioning, Interesting wine list, Terrace","amex, mastercard, visa",+39 06 687 3446,41.9024619,12.4769426,"10:30-13:00, 14:00-20:30",10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,closed,https://guide.michelin.com/en/lazio/roma/restaurant/enoteca-al-parlamento-achilli
Antica Osteria La Rampina – San Giuliano Milanese - a MICHELIN Guide Restaurant,via Emilia fraz. Rampina 3
ang. via Rocca Brivio,San Giuliano Milanese,20098,ITA,€€€,"Lombardian, Contemporary","It is said that General Radetzky, fleeing from the city during the Five Days of Milan rebellion, camped his troops right in front of La Rampina’s courtyard. Surrounded by nature and full of ...","Air conditioning, Car park, Interesting wine list, Terrace","amex, dinersclub, mastercard, visa",+39 02 983 3273,45.3684700,9.3161200,"12:00-15:00, 19:30-23:00","12:00-15:00, 19:30-23:00",closed,"12:00-15:00, 19:30-23:00","12:00-15:00, 19:30-23:00","12:00-15:00, 19:30-23:00","12:00-15:00, 19:30-23:00",https://guide.michelin.com/en/lombardia/san-giuliano-milanese/restaurant/antica-osteria-la-rampina
Buca di Sant'Antonio – Lucca - a MICHELIN Guide Restaurant,via della Cervia 3,Lucca,55100,ITA,€€,"Tuscan, Classic Cuisine","Just a stone’s throw from Piazza San Michele, in the heart of the beautiful historic centre of Lucca, the Buca di Sant'Antonio is one of the city’s oldest restaurants. Specialising in traditional ...","Air conditioning, Interesting wine list, Terrace","amex, mastercard, visa",+39 0583 55881,43.8427305,10.5017857,closed,"12:30-15:00, 19:30-22:00","12:30-15:00, 19:30-22:00","12:30-15:00, 19:30-22:00","12:30-15:00, 19:30-22:00","12:30-15:00, 19:30-22:00",12:30-15:00,https://guide.michelin.com/en/toscana/lucca/restaurant/buca-di-sant-antonio
l' Ciocio - Osteria di Suvereto – Suvereto - a MICHELIN Guide Restaurant,piazza dei Giudici 1,Suvereto,57028,ITA,€€,"Modern Cuisine, Tuscan","Although this restaurant in the historic centre of Suvereto has the welcoming ambience of a traditional trattoria, its cuisine is more creative and elaborate in style (while still offering a few ...","Terrace, Wheelchair access","amex, maestrocard, mastercard, visa",+39 0565 829947,43.0792100,10.6790100,closed,"12:00-14:30, 19:00-22:00","12:00-14:30, 19:00-22:00","12:00-14:30, 19:00-22:00","12:00-14:30, 19:00-22:00","12:00-14:30, 19:00-22:00",12:00-14:30,https://guide.michelin.com/en/toscana/suvereto/restaurant/i-ciocio-osteria-di-suvereto
Osteria Vecchio Borgo – Cuneo - a MICHELIN Guide Restaurant,via Dronero 8/b,Cuneo,12100,ITA,€€,Country cooking,"Described as a “meeting point between Piedmont and Liguria”, this quiet, welcoming restaurant in the historic centre of Cuneo focuses on ingredients and recipes from these two regions – the family...",Wheelchair access,"amex, mastercard, visa",+39 0171 950609,44.3930839,7.5491385,"12:30-14:00, 19:30-21:00","12:30-14:00, 19:30-21:00","12:30-14:00, 19:30-21:00","12:30-14:00, 19:30-21:00","12:30-14:00, 19:30-21:00","12:30-14:00, 19:30-21:00","12:30-14:00, 19:30-21:00",https://guide.michelin.com/en/piemonte/cuneo/restaurant/osteria-vecchio-borgo
La Magnolia – Forte dei Marmi - a MICHELIN Guide Restaurant,viale Morin 46,Forte dei Marmi,55042,ITA,€€€€,Modern Cuisine,"Housed within the Lord Byron hotel, one of Forte del Marmi’s best hotels, this restaurant serves technically skilful and sophisticated cuisine which is striking and beautifully presented. The menu...","Air conditioning, Car park, Garden or park, Interesting wine list","amex, dinersclub, maestrocard, mastercard, visa",+39 0584 787052,43.9497169,10.1774953,"12:30-14:00, 19:30-22:30","12:30-14:00, 19:30-22:30","12:30-14:00, 19:30-22:30","12:30-14:30, 19:30-22:30","12:30-14:00, 19:30-22:30","12:30-14:00, 19:30-22:30","12:30-14:00, 19:30-22:30",https://guide.michelin.com/en/toscana/forte-dei-marmi/restaurant/la-magnolia
4 Ciance – Cuneo - a MICHELIN Guide Restaurant,via Dronero 8/c,Cuneo,12100,ITA,€€,"Piedmontese, Modern Cuisine","This restaurant in Cuneo’s historic centre boasts two bright dining rooms, as well as friendly and professional female staff and dishes prepared by two chefs that are a feast for the eyes and the ...","Terrace, Wheelchair access","amex, maestrocard, mastercard, visa",+39 0171 489027,44.3931350,7.5490210,19:30-21:30,"12:30-14:00, 19:30-21:30",19:30-21:30,19:30-21:30,19:30-21:30,"12:30-14:00, 19:30-21:30",closed,https://guide.michelin.com/en/piemonte/cuneo/restaurant/4-ciance
Ai Mercanti – Venice - a MICHELIN Guide Restaurant,"corte Coppo, sestiere San Marco 4346/a",Venice,30124,ITA,€€,Modern Cuisine,"A family-run “gastrosteria” hidden in a small Venetian courtyard, with a modern and elegant decor dominated by beige and black tones. Full of exciting and imaginative flavours, the modern meat and...","Air conditioning, Terrace","amex, mastercard, visa",+39 041 523 8269,45.4351522,12.3351495,closed,"13:00-14:00, 19:00-22:00","13:00-14:00, 19:00-22:00","13:00-14:00, 19:00-22:00","13:00-14:00, 19:00-22:00","13:00-14:00, 19:00-22:00",closed,https://guide.michelin.com/en/veneto/venezia/restaurant/ai-mercanti
Andreina – Loreto - a MICHELIN Guide Restaurant,via Buffolareccia 14,Loreto,60025,ITA,€€€,"Modern Cuisine, Meats and Grills","Sixty years after this restaurant was opened by his grandmother Andreina, Errico Recanati continues to add his own distinctive mark to the family business. Following the complete renovation of the...","Air conditioning, Car park, Interesting wine list, Terrace","amex, dinersclub, mastercard, visa",+39 071 970124,43.4404449,13.6208829,"12:30-15:00, 20:30-22:30",closed,closed,"12:30-15:00, 20:30-22:30","12:30-15:00, 20:30-22:30","12:30-15:00, 20:30-22:30","12:30-15:00, 20:30-22:30",https://guide.michelin.com/en/marche/loreto/restaurant/andreina
Da Gerry – Monfumo - a MICHELIN Guide Restaurant,via Chiesa 6,Monfumo,31010,ITA,€€,Classic Cuisine,"At this centrally located, contemporary - style trattoria sample local dishes, and much more besides. It also offers excellent accommodation. The Da Gerry’s bedrooms are both comfortable and ...","Air conditioning, Terrace, Wheelchair access","amex, mastercard, visa",+39 0423 945750,45.8304724,11.9209252,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/veneto/monfumo/restaurant/da-gerry
Osteria da Afro – Spilimbergo - a MICHELIN Guide Restaurant,via Umberto I 14,Spilimbergo,33097,ITA,€€,"Regional Cuisine, Country cooking","An expertly run family restaurant not far from the historic centre. Warm atmosphere in the two dining rooms (especially the one with the fireplace), where the daily specials are marked on a ...","Air conditioning, Car park, Terrace, Wheelchair access","amex, dinersclub, mastercard, visa",+39 0427 2264,46.1125533,12.8987118,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/friuli-venezia-giulia/spilimbergo/restaurant/osteria-da-afro
Le Case della Saracca – Monforte d'Alba - a MICHELIN Guide Restaurant,via Cavour 5,Monforte d'Alba,12065,ITA,€€,"Piedmontese, Italian","Situated in the delightful Saracca district (Monforte’s old historic centre), this restaurant occupies an old, restored house with a glass and steel decor that provides a harmonious contrast with ...",Interesting wine list,"amex, mastercard, visa",+39 0173 789222,44.5846665,7.9686028,18:30-00:00,18:30-00:00,closed,18:30-00:00,18:30-00:00,18:30-00:00,18:30-00:00,https://guide.michelin.com/en/piemonte/monforte-d-alba/restaurant/le-case-della-saracca
L'Osteria H20 – Moniga del Garda - a MICHELIN Guide Restaurant,via Pergola 10,Moniga del Garda,25080,ITA,€€€,Creative,"This bright, minimalist - style restaurant is situated on the road but its dining room faces the lake. It serves imaginative and personalised cuisine with both fish and meat dishes on the menu.","Air conditioning, Car park, Great view, Terrace","amex, dinersclub, mastercard, visa",+39 0365 503225,45.5208300,10.5262900,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/lombardia/moniga-del-garda/restaurant/l-osteria-h20
Cavour – Dossobuono - a MICHELIN Guide Restaurant,via Cavour 40,Dossobuono,37062,ITA,€€,"Venetian, Classic Cuisine","Cavour serves top-quality cuisine rooted in regional traditions, making it the type of restaurant that everyone would like as their local. Daily specials with a seasonal focus, such as the ...","Air conditioning, Car park, Terrace","amex, mastercard, visa",+39 045 513038,45.3966994,10.9144069,"12:00-14:00, 19:30-22:00","12:00-14:00, 19:30-22:00",closed,"12:00-14:00, 19:30-22:00","12:00-14:00, 19:30-22:00","12:00-14:00, 19:30-22:00",closed,https://guide.michelin.com/en/veneto/dossobuono/restaurant/cavour
Osteria Il Bagatto – Limone Piemonte - a MICHELIN Guide Restaurant,via XX Settembre 16,Limone Piemonte,12015,ITA,€€,Modern Cuisine,"In a typical mountain - style ambience, enjoy carefully prepared cuisine made by a skilful chef using the best ingredients. The menu includes a good choice of regional specialities, as well as ...",Terrace,"amex, mastercard, visa",+39 0171 927543,44.2010853,7.5768821,closed,closed,closed,20:00-22:00,"12:30-14:00, 20:00-22:00","12:30-14:00, 20:00-22:00","12:30-14:00, 20:00-22:00",https://guide.michelin.com/en/piemonte/limone-piemonte/restaurant/osteria-il-bagatto
Antica Osteria Magenes – Barate - a MICHELIN Guide Restaurant,via Cavour 7,Barate,20083,ITA,€€€,"Italian, Modern Cuisine",This fascinating restaurant occupying an old house renovated in modern style comes as a surprise given its location in a small village deep in the countryside. Enjoy traditional cuisine ...,"Air conditioning, Garden or park, Terrace, Wheelchair access","amex, mastercard, visa",+39 02 908 5125,45.3846895,9.0396282,closed,closed,"12:30-14:00, 19:30-22:00","12:30-14:00, 19:30-22:00","12:30-14:00, 19:30-22:00","12:30-14:00, 19:30-22:00","12:30-14:00, 19:30-22:00",https://guide.michelin.com/en/lombardia/barate/restaurant/antica-osteria-magenes
Alle Corone – Venice - a MICHELIN Guide Restaurant,"campo della Fava, sestiere Castello 5527",Venice,30122,ITA,€€€,Modern Cuisine,"Modern Mediterranean and Venetian cuisine served in three elegant dining rooms or – on request – in the wine bar surrounded by bottles of wine. Through the windows, enjoy the spectacle of gondolas...","Air conditioning, Wheelchair access","amex, mastercard, visa",+39 041 523 2222,45.4370590,12.3377324,19:00-22:00,19:00-22:00,closed,19:00-22:00,19:00-22:00,19:00-22:00,19:00-22:30,https://guide.michelin.com/en/veneto/venezia/restaurant/alle-corone
La Rosina – Marostica - a MICHELIN Guide Restaurant,via Marchetti 4,Marostica,36063,ITA,€€,"Venetian, Classic Cuisine","With over 100 years of history behind it, La Rosina is still looking good, thanks to renovation work carried out a few years ago which has given the restaurant a new look. Situated in an ...","Air conditioning, Car park, Great view, Terrace, Wheelchair access","amex, dinersclub, mastercard, visa",+39 0424 470360,45.7745125,11.6603203,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/veneto/marostica/restaurant/la-rosina
Villetta Annessa – Riva del Garda - a MICHELIN Guide Restaurant,via Monte Oro 9,Riva del Garda,38066,ITA,€€€,"Classic Cuisine, Grills","A charming annexe to the Villa Miravalle hotel on the edge of Riva’s historic centre, this restaurant boasts a warm atmosphere and a pleasant outdoor space for summer dining. The regional, ...","Air conditioning, Car park, Garden or park, Terrace","mastercard, visa",+39 0464 552335,45.8863357,10.8381169,closed,18:30-21:30,18:30-21:30,18:30-21:30,18:30-21:30,18:30-21:30,18:30-21:30,https://guide.michelin.com/en/trentino-alto-adige/riva-del-garda/restaurant/villetta-annessa
La Fossa del Grano – San Severo - a MICHELIN Guide Restaurant,via Minuziano 63,San Severo,71016,ITA,€€,"Apulian, Traditional Cuisine","A must for anyone looking for traditional home cooking and authentic cuisine from Puglia. Make sure you try the antipasti, and then move on to a first or main course.","Air conditioning, Terrace","mastercard, visa",+39 0882 241122,41.6844115,15.3820992,closed,"13:00-15:00, 20:00-22:45","13:00-15:00, 20:00-22:45","13:00-15:00, 20:00-22:45","13:00-15:00, 20:00-22:45","13:00-15:00, 20:00-22:45",13:00-15:00,https://guide.michelin.com/en/puglia/san-severo/restaurant/la-fossa-del-grano
Laite – Sappada - a MICHELIN Guide Restaurant,borgata Hoffe 10,Sappada,33012,ITA,€€€€,"Regional Cuisine, Traditional Cuisine","Occupying a typical mountain property in a quiet district, this restaurant features two magnificent Stube-style rooms (one dating from the 17C, the other the 18C) decorated with a profusion of ...",Interesting wine list,"amex, dinersclub, mastercard, visa",+39 0435 469070,46.5685736,12.6948157,"12:00-14:30, 19:00-23:00","12:00-14:30, 19:00-23:00",closed,"12:00-14:30, 19:00-23:00","12:00-14:30, 19:00-23:00","12:00-14:30, 19:00-23:00","12:00-14:30, 19:00-23:00",https://guide.michelin.com/en/veneto/sappada/restaurant/laite
50 Kalò – Naples - a MICHELIN Guide Restaurant,piazza Sannazzaro 201/b,Naples,80122,ITA,€,Pizza,"In the Neapolitan tradition of interpreting dreams, 50 means bread (dough), while the word “kalò” has Greek origins and means good – the name “good dough” explains the secret behind the pizzas ...","Air conditioning, Terrace","amex, mastercard, visa",+39 081 1920 4667,40.8286403,14.2199723,"12:00-16:30, 18:30-00:30","12:00-16:30, 18:30-00:30","12:00-16:30, 18:30-00:30","12:00-16:30, 18:30-00:30","12:00-16:30, 18:30-01:00","12:00-16:30, 18:30-01:00","12:00-16:30, 18:30-00:30",https://guide.michelin.com/en/campania/napoli/restaurant/50-kalo
Casa Format – Orbassano - a MICHELIN Guide Restaurant,via Tetti Valfrè,Orbassano,10043,ITA,€€,"Modern Cuisine, Country cooking","A sustainable complex, the vegetable garden and a lot of passion are the elements that distinguish this high-quality restaurant. The modern building is characterized by very large windows that ...","Air conditioning, Car park, Restaurant offering vegetarian menus, Wheelchair access","amex, mastercard, visa",+39 011 903 5436,45.0024380,7.5737295,"12:30-14:00, 19:30-21:00",closed,closed,"12:30-14:00, 19:30-21:00","12:30-14:00, 19:30-21:00","12:30-14:00, 19:30-21:00","12:30-14:00, 19:30-21:00",https://guide.michelin.com/en/piemonte/orbassano/restaurant/casa-format
La Barca – Marina di Pulsano - a MICHELIN Guide Restaurant,litoranea Salentina,Marina di Pulsano,74026,ITA,€€,Seafood,"Nestled between splendid beaches and bays, this restaurant focuses on the sea, not only in its views but also in its cuisine. The owner takes centre stage in the dining room, while the dishes ...","Air conditioning, Car park, Great view, Terrace","amex, mastercard, visa",+39 099 533 3335,40.3586767,17.3445166,20:00-22:30,20:00-22:30,"12:30-14:30, 20:00-22:30","12:30-14:30, 20:00-22:30","12:30-14:30, 20:00-22:30","12:30-14:30, 20:00-22:30","12:30-14:30, 20:00-22:30",https://guide.michelin.com/en/puglia/marina-di-pulsano/restaurant/la-barca
Le Calandre – Rubano - a MICHELIN Guide Restaurant,"via Liguria 1, località Sarmeola",Rubano,35030,ITA,€€€€,"Creative, Contemporary","Situated away from the main road and the main shopping centre, the fabulous Le Calandre is run by the Alajmo family. The soft lighting (even during the day) perfectly complements the decor in the ...","Air conditioning, Car park, Interesting wine list","amex, dinersclub, mastercard, visa",+39 049 630303,45.4215425,11.8096633,closed,20:00-22:00,"12:00-14:00, 20:00-22:00","12:00-14:00, 20:00-22:00","12:00-14:00, 20:00-22:00","12:00-14:00, 20:00-22:00",closed,https://guide.michelin.com/en/veneto/rubano/restaurant/le-calandre
